grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 4, 1]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 4, 6]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [8, 2, 3]], ['FACT', [8, 4, 4]], ['FACT', [8, 5, 5]]]","[['ROW', 7], ['COL', 4], ['COL', 5], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [7, 3, 3]]",7,11,4,2,1,1,0,0,0,2,4,6,2,3,3,3,1,0,6,5,9.523377895355225,523.77
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [2, 5, 4]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 0], ['COL', 1], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 1, 4]]",3,9,1,1,1,1,1,0,0,0,1,5,1,3,1,3,2,2,1,4,10.19159460067749,603.72
"[[0 4 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [0, 6, 9]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [5, 8, 8]], ['FACT', [7, 8, 4]], ['FACT', [8, 7, 8]]]","[['ROW', 1], ['COL', 8], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 7, 4]]",7,7,4,2,1,1,0,0,0,2,4,3,3,1,2,1,1,0,6,4,10.846335172653198,421.46000000000004
"[[0 4 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]]]","[['ROW', 2], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 2, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,0,3,3,11.257836103439331,401.23
"[[0 4 2 8 1 3 9 0 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]]]","[['ROW', 0], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 7, 5]]",3,4,2,0,1,1,0,0,0,0,2,2,2,0,2,0,1,2,2,2,10.790031909942627,400.34
"[[0 4 2 8 1 3 9 5 6]
 [0 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]]]","[['ROW', 1], ['COL', 1], ['COL', 0], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 0, 6]]",5,7,2,2,1,1,1,0,0,1,2,1,3,3,0,1,2,0,3,6,8.033101797103882,611.32
"[[0 4 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [3, 0, 5]], ['FACT', [5, 8, 8]], ['FACT', [7, 6, 5]]]","[['ROW', 3], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [4, 8, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,0,3,3,8.239202499389648,401.23
"[[0 4 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [1, 0, 6]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [3, 0, 5]]]","[['ROW', 0], ['COL', 0], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 0, 7]]",3,8,1,1,1,1,1,0,0,0,1,5,1,2,3,2,2,3,1,3,11.97615647315979,602.74
"[[7 4 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 2, 2]], ['FACT', [0, 6, 9]], ['FACT', [2, 1, 8]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 1, 5]], ['FACT', [6, 6, 3]], ['FACT', [7, 1, 6]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]]]","[['ROW', 0], ['ROW', 1], ['ROW', 5], ['COL', 1], ['COL', 8], ['COL', 6], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 8, 1]]",9,18,3,3,3,1,1,0,2,2,3,5,0,13,2,3,2,0,7,13,13.34140920639038,1523.75
"[[7 4 2 8 1 3 9 5 6]
 [6 0 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [0, 1, 4]], ['FACT', [0, 2, 2]], ['FACT', [1, 5, 9]], ['FACT', [1, 8, 1]], ['FACT', [2, 1, 8]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]]]","[['ROW', 1], ['COL', 1], ['COL', 0], ['COL', 2], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [1, 1, 3]]",6,8,2,3,1,1,1,0,0,2,2,8,0,0,4,4,2,2,4,0,9.126116275787354,225.06
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 4], ['COL', 1]]","['DERIVED', [4, 1, 1]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,0,6,2,2,0,0,7.804757595062256,207.0
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [1, 8, 1]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]]]","[['ROW', 3], ['COL', 7], ['COL', 8], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [2, 7, 7]]",6,11,2,3,1,0,1,0,1,2,2,7,0,4,7,2,1,1,5,4,7.423068284988403,622.89
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 0]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 7, 5]], ['FACT', [0, 8, 6]], ['FACT', [1, 6, 8]], ['FACT', [1, 7, 4]], ['FACT', [1, 8, 1]], ['FACT', [2, 7, 7]], ['FACT', [8, 8, 2]]]","[['COL', 7], ['COL', 8], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [2, 8, 3]]",5,8,2,3,0,0,1,0,0,2,2,8,0,0,7,3,1,1,4,0,4.984740734100342,123.99000000000001
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 0]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 8, 1]], ['FACT', [2, 7, 7]], ['FACT', [2, 8, 3]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [7, 8, 4]], ['FACT', [8, 1, 7]], ['FACT', [8, 8, 2]]]","[['ROW', 8], ['COL', 7], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [3, 8, 9]]",4,11,1,2,1,0,1,0,1,1,1,7,0,4,2,7,1,0,3,4,4.8102335929870605,517.8299999999999
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 8, 1]], ['FACT', [2, 8, 3]], ['FACT', [3, 8, 9]], ['FACT', [4, 8, 5]], ['FACT', [5, 8, 8]], ['FACT', [7, 8, 4]], ['FACT', [8, 8, 2]]]","[['COL', 8]]","['DERIVED', [6, 8, 7]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,2.9340999126434326,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [3, 8, 9]], ['FACT', [4, 1, 1]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 3], ['COL', 1]]","['DERIVED', [3, 1, 2]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,4.471925735473633,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [3, 1, 2]], ['FACT', [4, 1, 1]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['COL', 1]]","['DERIVED', [5, 1, 9]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,2.7889702320098877,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 5, 9]], ['FACT', [1, 7, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [6, 8, 7]], ['FACT', [7, 1, 6]], ['FACT', [8, 4, 4]], ['FACT', [8, 7, 8]], ['FACT', [8, 8, 2]]]","[['ROW', 7], ['COL', 7], ['COL', 8], ['COL', 4], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [7, 7, 1]]",9,11,4,4,1,1,1,0,0,3,4,7,0,4,4,3,2,1,7,4,10.132944107055664,533.98
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [0 8 0 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 7]
 [0 6 0 3 9 0 5 1 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 6, 2]], ['FACT', [6, 6, 3]], ['FACT', [6, 8, 7]], ['FACT', [7, 6, 5]], ['FACT', [7, 7, 1]], ['FACT', [7, 8, 4]]]","[['COL', 7], ['COL', 8], ['COL', 6], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 6], [6, 9]]]]","['DERIVED', [8, 6, 6]]",5,8,2,3,0,0,1,0,0,2,2,8,0,0,5,5,1,0,4,0,2.9056777954101562,25.97
