grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 6, 2]]]","[['ROW', 0], ['ROW', 2], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 3, 2]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,12.43288516998291,245
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 2 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [3, 4, 3]], ['FACT', [6, 6, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 8], ['ROW', 6], ['COL', 3], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [7, 3, 3]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,0,4,4,17.44997239112854,72
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 2 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [2, 1, 8]], ['FACT', [5, 8, 8]], ['FACT', [8, 7, 8]]]","[['ROW', 2], ['COL', 6], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [1, 6, 8]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,16.049371242523193,172
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 6, 8]], ['FACT', [2, 1, 8]], ['FACT', [6, 4, 8]]]","[['ROW', 1], ['ROW', 2], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 3, 8]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,15.37177062034607,244
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [1, 5, 9]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [8, 4, 4]]]","[['COL', 4], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [7, 4, 9]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,12.871872901916504,272
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [3, 3, 4]], ['FACT', [8, 4, 4]]]","[['COL', 5], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [2, 5, 4]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,16.723784685134888,272
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [2, 5, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [7, 6, 5]]]","[['ROW', 6], ['ROW', 7], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 5, 5]]",5,8,2,1,2,0,1,1,2,0,1,3,3,2,2,1,2,3,0,3,5,13.588711500167847,367
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [5, 4, 5]], ['FACT', [8, 5, 5]]]","[['COL', 3], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [2, 3, 5]]",3,4,2,1,0,0,1,0,0,0,2,2,2,0,2,2,1,2,0,2,2,12.084737777709961,272
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]]]","[['ROW', 2], ['COL', 2], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [1, 2, 5]]",4,4,2,1,1,0,1,0,1,0,2,1,3,0,1,1,1,1,0,3,3,15.011096000671387,172
"[[0 0 2 8 0 3 9 0 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 3, 5]]]","[['ROW', 1], ['ROW', 2], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [0, 7, 5]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,14.606706619262695,245
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [3, 0, 5]], ['FACT', [5, 4, 5]], ['FACT', [7, 6, 5]]]","[['ROW', 5], ['ROW', 3], ['COL', 8], ['BLOCK', [[6, 6], [9, 9]]], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [4, 8, 5]]",5,4,2,1,2,0,1,0,2,0,2,0,4,0,0,0,1,0,0,4,4,10.348923206329346,72
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 3, 5]], ['FACT', [2, 5, 4]]]","[['ROW', 0], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 4, 6]]",2,6,1,0,1,0,0,1,1,0,0,5,1,0,5,1,1,5,2,1,1,21.695971965789795,547
"[[0 0 2 8 0 3 9 5 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [2, 4, 6]], ['FACT', [7, 1, 6]]]","[['ROW', 0], ['ROW', 2], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 0, 6]]",4,4,1,1,2,0,0,1,2,1,0,1,3,0,1,0,1,1,1,3,3,10.57711911201477,244
