grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [1, 5, 9]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [8, 4, 4]]]","[['COL', 3], ['COL', 5], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 4, 9]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,15.472958087921143,24.32
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [2, 6, 2]], ['FACT', [5, 8, 8]], ['FACT', [8, 7, 8]]]","[['COL', 7], ['COL', 8], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 6, 8]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,18.94964075088501,24.32
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 8 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [3, 3, 4]], ['FACT', [8, 4, 4]]]","[['COL', 4], ['COL', 3], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 5, 4]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,17.705640077590942,24.32
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 6, 2]]]","[['ROW', 0], ['ROW', 2], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [1, 3, 2]]",3,4,1,0,2,0,0,1,2,0,0,2,2,0,2,0,1,2,2,2,2,32.460752964019775,44.12
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 5, 9]], ['FACT', [2, 1, 8]], ['FACT', [6, 4, 8]]]","[['ROW', 2], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 3, 8]]",3,5,1,1,1,0,0,1,1,1,0,3,2,0,3,1,1,3,1,2,2,30.970319986343384,36.22
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 5, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [5, 4, 5]]]","[['COL', 4], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 3, 5]]",2,6,1,1,0,0,0,1,0,1,0,5,1,0,5,2,1,5,1,1,1,13.860376358032227,20.32
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 3, 5]], ['FACT', [2, 5, 4]]]","[['ROW', 0], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 4, 6]]",2,6,1,0,1,0,0,1,1,0,0,5,1,0,5,1,1,5,2,1,1,22.992517948150635,30.220000000000002
"[[0 0 2 8 0 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [0, 5, 3]], ['FACT', [1, 3, 2]], ['FACT', [1, 4, 7]], ['FACT', [1, 5, 9]], ['FACT', [2, 3, 5]], ['FACT', [2, 4, 6]], ['FACT', [2, 5, 4]]]","[['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [0, 4, 1]]",1,8,1,0,0,0,0,1,0,0,0,8,0,0,8,2,1,8,2,0,0,16.979815006256104,16.32
"[[0 0 2 8 1 3 9 0 6]
 [0 0 0 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 0, 5]], ['FACT', [6, 1, 5]]]","[['ROW', 2], ['COL', 0], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 2, 5]]",4,4,1,2,1,0,0,1,1,2,0,1,3,0,1,1,1,1,0,3,3,34.890180826187134,42.220000000000006
"[[0 0 2 8 1 3 9 0 6]
 [0 0 5 2 7 9 8 0 0]
 [0 8 0 5 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 4, 1]], ['FACT', [0, 8, 6]], ['FACT', [1, 2, 5]], ['FACT', [1, 4, 7]], ['FACT', [2, 3, 5]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [6, 4, 8]], ['FACT', [7, 1, 6]], ['FACT', [7, 4, 9]], ['FACT', [8, 4, 4]]]","[['ROW', 0], ['ROW', 2], ['COL', 4], ['COL', 1], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 0, 6]]",5,11,1,2,2,0,0,1,2,2,0,2,2,7,1,0,1,2,2,4,9,29.16705346107483,43.209999999999994
