grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_facts,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 0 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [1, 5, 9]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [8, 4, 4]]]","[['COL', 3], ['COL', 5], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 4, 9]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,12.371667385101318,52.400000000000006
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 0 0 0]
 [0 8 0 0 0 0 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [3, 3, 4]], ['FACT', [8, 4, 4]]]","[['COL', 3], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]]]","['DERIVED', [2, 5, 4]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,16.044266939163208,52.400000000000006
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 0 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [2, 6, 2]], ['FACT', [5, 8, 8]], ['FACT', [8, 7, 8]]]","[['COL', 8], ['COL', 7], ['BLOCK', [[0, 6], [3, 9]]]]","['DERIVED', [1, 6, 8]]",3,4,1,2,0,0,0,1,0,2,0,2,2,0,2,2,1,2,0,2,2,20.831896543502808,52.400000000000006
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 0 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 4, 7]], ['FACT', [2, 6, 2]], ['FACT', [3, 4, 3]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [8, 4, 4]]]","[['ROW', 1], ['COL', 3], ['COL', 5], ['BLOCK', [[0, 6], [3, 9]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [4, 4, 2]]",7,8,4,2,1,0,0,1,1,2,3,6,2,0,2,6,1,6,0,6,2,15.736583471298218,156.2
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 8 0 0]
 [0 8 0 0 0 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 8, 6]], ['FACT', [1, 4, 7]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [8, 4, 4]]]","[['ROW', 0], ['COL', 3], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [2, 4, 6]]",6,8,3,2,1,0,0,1,1,2,2,7,1,0,1,7,1,7,0,5,1,28.28171992301941,144.39999999999998
"[[0 0 2 0 0 3 9 0 6]
 [0 0 0 0 7 9 8 0 0]
 [0 8 0 0 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [1, 4, 7]], ['FACT', [2, 4, 6]], ['FACT', [3, 4, 3]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]], ['FACT', [8, 4, 4]]]","[['COL', 3], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [0, 4, 1]]",5,8,3,2,0,0,0,1,0,2,2,8,0,0,2,8,1,8,0,4,0,22.805317401885986,35.599999999999994
"[[0 0 2 0 1 3 9 0 6]
 [0 0 0 0 7 9 8 0 0]
 [0 8 0 0 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [0, 5, 3]], ['FACT', [2, 1, 8]], ['FACT', [2, 5, 4]], ['FACT', [2, 6, 2]], ['FACT', [3, 0, 5]], ['FACT', [4, 3, 9]], ['FACT', [4, 4, 2]], ['FACT', [5, 4, 5]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 4, 9]]]","[['ROW', 2], ['COL', 3], ['COL', 0], ['COL', 1], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [1, 2, 5]]",7,12,2,4,1,0,0,1,1,4,1,2,3,7,2,1,1,2,0,6,10,28.193537950515747,190.29999999999998
"[[0 0 2 0 1 3 9 0 6]
 [0 0 5 0 7 9 8 0 0]
 [0 8 0 0 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 0 0 8 2]]","[['FACT', [0, 4, 1]], ['FACT', [0, 5, 3]], ['FACT', [1, 4, 7]], ['FACT', [2, 4, 6]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 1, 5]], ['FACT', [6, 4, 8]], ['FACT', [7, 6, 5]]]","[['ROW', 7], ['ROW', 6], ['COL', 3], ['COL', 4], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [8, 5, 5]]",7,9,3,2,2,0,0,1,2,2,2,2,2,5,1,1,1,2,0,6,7,25.5685293674469,258.3
"[[0 0 2 0 1 3 9 0 6]
 [0 0 5 0 7 9 8 0 0]
 [0 8 0 0 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 0 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [0, 4, 1]], ['FACT', [0, 5, 3]], ['FACT', [1, 4, 7]], ['FACT', [2, 4, 6]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [6, 6, 3]], ['FACT', [8, 2, 3]]]","[['ROW', 8], ['ROW', 6], ['COL', 4], ['COL', 5], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [7, 3, 3]]",6,9,2,2,2,0,0,1,2,2,1,3,3,3,1,2,1,3,0,5,6,36.88314914703369,265.5
"[[0 0 2 0 1 3 9 0 6]
 [0 0 5 0 7 9 8 0 0]
 [0 8 0 0 6 4 2 0 0]
 [5 0 0 4 3 0 0 0 0]
 [0 0 0 9 2 0 0 0 0]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 0 0]
 [0 6 0 3 9 0 5 0 4]
 [0 7 3 0 4 5 0 8 2]]","[['FACT', [1, 6, 8]], ['FACT', [2, 1, 8]], ['FACT', [3, 3, 4]], ['FACT', [3, 4, 3]], ['FACT', [4, 3, 9]], ['FACT', [6, 4, 8]], ['FACT', [7, 3, 3]], ['FACT', [7, 4, 9]], ['FACT', [8, 4, 4]]]","[['ROW', 1], ['ROW', 2], ['COL', 4], ['COL', 5], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[6, 3], [9, 6]]]]","['DERIVED', [0, 3, 8]]",7,9,3,2,2,0,0,1,2,2,2,3,3,3,0,3,1,3,0,6,6,29.26644468307495,265.6
